Date,Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,Unnamed: 15,Unnamed: 16
06/04/2004,12.00.00,"2,6",1369.0,304.0,"14,5",1132.0,136.0,715.0,91.0,1818.0,1162.0,"20,9","36,6","0,8939",,
06/04/2004,13.00.00,"2,9",1284.0,405.0,"13,6",1103.0,167.0,755.0,116.0,1704.0,1064.0,"20,4","34,7","0,8229",,
06/04/2004,14.00.00,"2,5",1221.0,297.0,"11,5",1032.0,166.0,811.0,131.0,1630.0,913.0,"19,3","35,4","0,7813",,
06/04/2004,15.00.00,"1,9",1096.0,220.0,"9,2",947.0,115.0,872.0,113.0,1519.0,684.0,"18,6","36,9","0,7829",,
06/04/2004,16.00.00,"1,9",1143.0,226.0,"10,3",988.0,109.0,849.0,98.0,1590.0,710.0,"18,8","36,8","0,7883",,
06/04/2004,17.00.00,"2,7",1251.0,456.0,"14,0",1116.0,143.0,760.0,116.0,1716.0,923.0,"17,5","40,6","0,8068",,
06/04/2004,18.00.00,3,1268.0,470.0,"15,0",1148.0,159.0,728.0,120.0,1776.0,1006.0,"16,8","44,3","0,8428",,
06/04/2004,19.00.00,"3,3",1314.0,503.0,"15,1",1150.0,181.0,726.0,126.0,1784.0,1083.0,"16,3","47,7","0,8746",,
06/04/2004,20.00.00,"3,2",1315.0,459.0,"14,8",1142.0,178.0,724.0,126.0,1807.0,1161.0,"15,6","50,7","0,8947",,
06/04/2004,21.00.00,"1,8",1095.0,227.0,"8,5",918.0,91.0,896.0,90.0,1527.0,800.0,"15,7","49,4","0,8768",,
06/04/2004,22.00.00,"1,3",1027.0,152.0,"5,9",808.0,76.0,996.0,81.0,1458.0,647.0,"15,8","48,6","0,8653",,
06/04/2004,23.00.00,"1,1",1012.0,94.0,"4,8",752.0,66.0,1053.0,74.0,1393.0,649.0,"15,7","47,0","0,8325",,
07/04/2004,00.00.00,"0,9",948.0,93.0,"4,0",710.0,56.0,1127.0,67.0,1352.0,575.0,"15,7","45,9","0,8121",,
07/04/2004,01.00.00,"0,7",889.0,49.0,"2,3",603.0,35.0,1308.0,46.0,1271.0,455.0,"15,6","44,9","0,7920",,
07/04/2004,02.00.00,"0,4",830.0,30.0,"1,4",538.0,21.0,1475.0,30.0,1214.0,392.0,"15,6","44,4","0,7827",,
07/04/2004,03.00.00,"0,3",801.0,30.0,"0,7",464.0,-200.0,1749.0,-200.0,1154.0,340.0,"16,1","42,4","0,7718",,
07/04/2004,04.00.00,"0,3",804.0,30.0,"0,7",468.0,12.0,1826.0,19.0,1166.0,320.0,"15,7","45,4","0,8063",,
07/04/2004,05.00.00,"0,3",824.0,32.0,"0,8",478.0,22.0,1705.0,32.0,1200.0,331.0,"15,3","50,1","0,8617",,
07/04/2004,06.00.00,"0,8",1000.0,59.0,"3,6",688.0,55.0,1257.0,61.0,1398.0,426.0,"14,2","58,6","0,9443",,
07/04/2004,07.00.00,"2,8",1307.0,277.0,"12,9",1082.0,152.0,777.0,111.0,1769.0,830.0,"14,3","58,2","0,9431",,
07/04/2004,08.00.00,"3,1",1286.0,454.0,"15,7",1171.0,153.0,716.0,102.0,1821.0,1006.0,"15,0","52,0","0,8817",,
07/04/2004,09.00.00,"2,3",1150.0,211.0,"8,6",925.0,152.0,865.0,116.0,1576.0,820.0,"13,6","61,4","0,9519",,
07/04/2004,10.00.00,"1,6",1087.0,196.0,"7,4",876.0,112.0,911.0,96.0,1554.0,737.0,"16,1","53,1","0,9675",,
07/04/2004,11.00.00,"1,5",1016.0,110.0,"6,6",839.0,119.0,991.0,97.0,1448.0,790.0,"16,6","44,3","0,8294",,
07/04/2004,12.00.00,"1,6",1029.0,164.0,"7,8",892.0,122.0,937.0,110.0,1474.0,760.0,"17,4","40,3","0,7922",,
07/04/2004,13.00.00,"1,8",1109.0,151.0,"9,1",943.0,115.0,883.0,103.0,1604.0,767.0,"18,1","42,2","0,8679",,
07/04/2004,14.00.00,"1,4",997.0,112.0,"6,1",817.0,84.0,1030.0,79.0,1426.0,626.0,"14,4","51,8","0,8433",,
07/04/2004,15.00.00,"1,9",1177.0,117.0,"7,5",880.0,146.0,927.0,104.0,1552.0,776.0,"10,9","76,4","0,9953",,
07/04/2004,16.00.00,"1,2",1045.0,120.0,"5,9",808.0,65.0,1038.0,69.0,1421.0,589.0,"16,4","47,7","0,8819",,
07/04/2004,17.00.00,"2,3",1171.0,251.0,"12,7",1073.0,120.0,847.0,96.0,1623.0,872.0,"18,0","37,1","0,7598",,
07/04/2004,18.00.00,"3,3",1221.0,435.0,"13,5",1101.0,185.0,799.0,121.0,1700.0,996.0,"14,7","48,7","0,8089",,
07/04/2004,19.00.00,"3,1",1262.0,345.0,"14,5",1133.0,157.0,774.0,129.0,1748.0,1033.0,"11,3","71,3","0,9514",,
07/04/2004,20.00.00,"3,3",1207.0,343.0,"11,0",1013.0,174.0,876.0,116.0,1632.0,982.0,"10,0","74,0","0,9087",,
07/04/2004,21.00.00,"1,2",956.0,62.0,"3,2",666.0,62.0,1235.0,71.0,1282.0,518.0,"9,8","71,8","0,8702",,
07/04/2004,22.00.00,"1,3",1020.0,70.0,"4,3",727.0,81.0,1153.0,85.0,1391.0,631.0,"9,3","75,2","0,8796",,
07/04/2004,23.00.00,"1,9",1107.0,114.0,"7,1",861.0,118.0,957.0,101.0,1510.0,879.0,"9,6","76,0","0,9088",,
08/04/2004,00.00.00,"1,4",1020.0,88.0,"4,8",752.0,95.0,1074.0,97.0,1398.0,839.0,"9,3","75,0","0,8799",,
08/04/2004,01.00.00,"1,5",1051.0,95.0,"5,7",798.0,84.0,1016.0,89.0,1455.0,876.0,"9,0","76,7","0,8825",,
08/04/2004,02.00.00,"1,1",965.0,83.0,"4,1",716.0,56.0,1087.0,72.0,1383.0,827.0,"8,2","79,6","0,8672",,
08/04/2004,03.00.00,"0,8",890.0,63.0,"3,3",672.0,-200.0,1183.0,-200.0,1338.0,781.0,"7,6","80,6","0,8437",,
08/04/2004,04.00.00,-200,823.0,38.0,"1,8",568.0,43.0,1366.0,57.0,1263.0,699.0,"8,3","75,6","0,8302",,
08/04/2004,05.00.00,"0,8",869.0,68.0,"2,8",642.0,69.0,1291.0,62.0,1288.0,723.0,"8,1","72,1","0,7798",,
08/04/2004,06.00.00,"1,1",939.0,59.0,"4,8",754.0,74.0,1169.0,64.0,1384.0,797.0,"8,1","70,4","0,7609",,
08/04/2004,07.00.00,"2,6",1274.0,226.0,"13,8",1109.0,161.0,820.0,80.0,1723.0,1138.0,"8,1","70,5","0,7627",,
08/04/2004,08.00.00,"5,1",1512.0,802.0,"27,1",1482.0,308.0,596.0,118.0,2189.0,1605.0,"9,9","64,3","0,7859",,
08/04/2004,09.00.00,"4,2",1435.0,585.0,"19,1",1271.0,300.0,676.0,130.0,1885.0,1569.0,"13,0","54,2","0,8090",,
08/04/2004,10.00.00,"2,6",1207.0,324.0,"11,7",1041.0,189.0,813.0,113.0,1620.0,1319.0,"16,5","42,6","0,7912",,
08/04/2004,11.00.00,"2,4",1223.0,308.0,"12,7",1075.0,164.0,818.0,112.0,1678.0,1198.0,"19,3","34,2","0,7566",,
08/04/2004,12.00.00,"2,1",1121.0,238.0,"11,3",1026.0,122.0,865.0,96.0,1541.0,958.0,"21,5","27,4","0,6941",,
08/04/2004,13.00.00,"2,6",1176.0,301.0,"14,2",1123.0,166.0,816.0,125.0,1609.0,1068.0,"20,4","26,7","0,6323",,
08/04/2004,14.00.00,"2,8",1144.0,294.0,"13,9",1114.0,181.0,845.0,128.0,1551.0,1010.0,"20,6","22,6","0,5432",,
08/04/2004,15.00.00,"2,5",1136.0,353.0,"13,2",1089.0,127.0,856.0,101.0,1552.0,928.0,"20,6","24,8","0,5931",,
08/04/2004,16.00.00,"1,9",1085.0,209.0,"10,7",1004.0,106.0,888.0,95.0,1454.0,816.0,"21,0","25,4","0,6264",,
08/04/2004,17.00.00,"3,6",1297.0,538.0,"19,7",1287.0,192.0,723.0,138.0,1798.0,1216.0,"21,5","24,5","0,6203",,
08/04/2004,18.00.00,"4,6",1408.0,808.0,"24,0",1404.0,241.0,646.0,154.0,1972.0,1463.0,"19,3","28,6","0,6357",,
08/04/2004,19.00.00,"6,3",1618.0,974.0,"29,1",1530.0,326.0,579.0,171.0,2167.0,1791.0,"18,0","32,9","0,6737",,
08/04/2004,20.00.00,"4,3",1319.0,544.0,"15,8",1172.0,232.0,746.0,136.0,1699.0,1425.0,"15,8","39,8","0,7096",,
08/04/2004,21.00.00,"1,6",1045.0,138.0,"7,0",857.0,92.0,968.0,93.0,1410.0,922.0,"15,3","41,5","0,7194",,
08/04/2004,22.00.00,"1,4",1058.0,92.0,"6,3",824.0,95.0,993.0,99.0,1411.0,971.0,"14,1","46,0","0,7363",,
08/04/2004,23.00.00,2,-200.0,137.0,"-200,0",-200.0,129.0,-200.0,106.0,-200.0,-200.0,-200,-200,-200,,
09/04/2004,00.00.00,"2,4",-200.0,189.0,"-200,0",-200.0,154.0,-200.0,109.0,-200.0,-200.0,-200,-200,-200,,
09/04/2004,01.00.00,"1,8",-200.0,159.0,"-200,0",-200.0,118.0,-200.0,97.0,-200.0,-200.0,-200,-200,-200,,
09/04/2004,02.00.00,1,-200.0,80.0,"-200,0",-200.0,69.0,-200.0,83.0,-200.0,-200.0,-200,-200,-200,,
09/04/2004,03.00.00,1,-200.0,66.0,"-200,0",-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200,-200,-200,,
09/04/2004,04.00.00,1,-200.0,87.0,"-200,0",-200.0,97.0,-200.0,79.0,-200.0,-200.0,-200,-200,-200,,
09/04/2004,05.00.00,"0,9",-200.0,79.0,"-200,0",-200.0,145.0,-200.0,84.0,-200.0,-200.0,-200,-200,-200,,
09/04/2004,06.00.00,"1,5",-200.0,150.0,"-200,0",-200.0,169.0,-200.0,86.0,-200.0,-200.0,-200,-200,-200,,
09/04/2004,07.00.00,"2,6",-200.0,196.0,"-200,0",-200.0,250.0,-200.0,111.0,-200.0,-200.0,-200,-200,-200,,
09/04/2004,08.00.00,"2,9",-200.0,299.0,"-200,0",-200.0,215.0,-200.0,117.0,-200.0,-200.0,-200,-200,-200,,
09/04/2004,09.00.00,"2,7",-200.0,254.0,"-200,0",-200.0,237.0,-200.0,122.0,-200.0,-200.0,-200,-200,-200,,
09/04/2004,10.00.00,"2,4",-200.0,226.0,"-200,0",-200.0,190.0,-200.0,119.0,-200.0,-200.0,-200,-200,-200,,
09/04/2004,11.00.00,"2,6",-200.0,262.0,"-200,0",-200.0,219.0,-200.0,121.0,-200.0,-200.0,-200,-200,-200,,
09/04/2004,12.00.00,"4,1",-200.0,505.0,"-200,0",-200.0,294.0,-200.0,127.0,-200.0,-200.0,-200,-200,-200,,
09/04/2004,13.00.00,"4,3",-200.0,512.0,"-200,0",-200.0,253.0,-200.0,135.0,-200.0,-200.0,-200,-200,-200,,
09/04/2004,14.00.00,"2,2",-200.0,159.0,"-200,0",-200.0,176.0,-200.0,119.0,-200.0,-200.0,-200,-200,-200,,
09/04/2004,15.00.00,"3,4",-200.0,337.0,"-200,0",-200.0,243.0,-200.0,137.0,-200.0,-200.0,-200,-200,-200,,
09/04/2004,16.00.00,"3,6",-200.0,357.0,"-200,0",-200.0,214.0,-200.0,139.0,-200.0,-200.0,-200,-200,-200,,
09/04/2004,17.00.00,"2,5",-200.0,194.0,"-200,0",-200.0,141.0,-200.0,117.0,-200.0,-200.0,-200,-200,-200,,
09/04/2004,18.00.00,"2,8",-200.0,278.0,"-200,0",-200.0,166.0,-200.0,127.0,-200.0,-200.0,-200,-200,-200,,
09/04/2004,19.00.00,"3,4",-200.0,303.0,"-200,0",-200.0,197.0,-200.0,137.0,-200.0,-200.0,-200,-200,-200,,
09/04/2004,20.00.00,3,-200.0,234.0,"-200,0",-200.0,191.0,-200.0,127.0,-200.0,-200.0,-200,-200,-200,,
09/04/2004,21.00.00,"2,1",-200.0,128.0,"-200,0",-200.0,159.0,-200.0,107.0,-200.0,-200.0,-200,-200,-200,,
09/04/2004,22.00.00,"2,4",-200.0,160.0,"-200,0",-200.0,175.0,-200.0,102.0,-200.0,-200.0,-200,-200,-200,,
09/04/2004,23.00.00,"2,3",1176.0,169.0,"8,4",917.0,157.0,866.0,95.0,1560.0,1151.0,"12,0","67,9","0,9523",,
10/04/2004,00.00.00,"1,3",1047.0,77.0,"5,4",783.0,83.0,1014.0,79.0,1449.0,975.0,"12,0","66,9","0,9336",,
10/04/2004,01.00.00,"1,7",1116.0,98.0,"6,9",854.0,118.0,929.0,78.0,1533.0,1034.0,"11,5","70,1","0,9503",,
10/04/2004,02.00.00,"1,7",1074.0,102.0,"6,4",832.0,101.0,951.0,75.0,1507.0,980.0,"11,4","69,8","0,9390",,
10/04/2004,03.00.00,1,922.0,65.0,"3,6",687.0,-200.0,1142.0,-200.0,1390.0,825.0,"11,1","69,3","0,9128",,
10/04/2004,04.00.00,"0,8",898.0,69.0,"3,3",669.0,46.0,1163.0,52.0,1386.0,807.0,"10,8","70,3","0,9092",,
10/04/2004,05.00.00,1,970.0,89.0,"4,0",708.0,81.0,1121.0,55.0,1435.0,842.0,"10,2","73,4","0,9129",,
10/04/2004,06.00.00,"1,4",1073.0,134.0,"6,0",812.0,112.0,988.0,65.0,1500.0,950.0,"10,8","70,5","0,9142",,
10/04/2004,07.00.00,"1,7",1081.0,157.0,"8,2",906.0,150.0,895.0,72.0,1591.0,1024.0,"11,0","71,0","0,9279",,
10/04/2004,08.00.00,2,1159.0,167.0,"9,9",976.0,138.0,837.0,76.0,1663.0,1098.0,"12,4","64,0","0,9206",,
10/04/2004,09.00.00,2,1112.0,157.0,"8,8",931.0,124.0,869.0,84.0,1588.0,1011.0,"15,0","53,1","0,8993",,
10/04/2004,10.00.00,"1,9",1112.0,172.0,"8,4",917.0,124.0,897.0,90.0,1542.0,931.0,"16,6","44,4","0,8313",,
10/04/2004,11.00.00,"2,1",1063.0,114.0,"7,5",877.0,115.0,971.0,89.0,1481.0,811.0,"18,0","38,4","0,7862",,
10/04/2004,12.00.00,"1,8",1032.0,166.0,"7,8",892.0,101.0,973.0,87.0,1457.0,756.0,"20,6","30,0","0,7213",,
10/04/2004,13.00.00,"1,5",936.0,94.0,"6,4",829.0,90.0,1054.0,88.0,1336.0,607.0,"19,9","26,7","0,6137",,
10/04/2004,14.00.00,"1,3",883.0,108.0,"5,1",766.0,90.0,1152.0,81.0,1238.0,498.0,"19,8","23,1","0,5283",,
10/04/2004,15.00.00,"1,4",942.0,98.0,"6,9",852.0,89.0,1055.0,89.0,1318.0,540.0,"21,4","22,7","0,5722",,
10/04/2004,16.00.00,"1,5",943.0,132.0,"6,8",850.0,92.0,1084.0,91.0,1296.0,544.0,"22,1","21,3","0,5605",,
10/04/2004,17.00.00,"1,7",1007.0,144.0,"7,4",875.0,103.0,1027.0,104.0,1357.0,620.0,"21,1","24,5","0,6040",,
10/04/2004,18.00.00,2,1037.0,165.0,"8,7",927.0,122.0,949.0,111.0,1426.0,740.0,"18,3","31,6","0,6562",,
10/04/2004,19.00.00,"2,5",1127.0,210.0,"11,2",1022.0,159.0,871.0,129.0,1534.0,921.0,"16,1","35,0","0,6372",,
10/04/2004,20.00.00,"2,4",1123.0,277.0,"10,5",996.0,172.0,861.0,133.0,1551.0,1033.0,"14,8","41,5","0,6929",,
10/04/2004,21.00.00,2,1110.0,168.0,"8,2",909.0,125.0,916.0,115.0,1487.0,984.0,"13,2","50,3","0,7577",,
10/04/2004,22.00.00,"2,9",1247.0,248.0,"11,6",1037.0,187.0,812.0,125.0,1618.0,1193.0,"12,3","55,5","0,7916",,
10/04/2004,23.00.00,"2,5",1220.0,235.0,"9,7",967.0,174.0,844.0,117.0,1545.0,1219.0,"11,8","56,6","0,7833",,
11/04/2004,00.00.00,"1,4",1028.0,84.0,"5,1",770.0,75.0,1047.0,84.0,1326.0,913.0,"11,2","56,2","0,7469",,
11/04/2004,01.00.00,"1,2",978.0,75.0,"4,0",711.0,48.0,1144.0,63.0,1304.0,750.0,"11,0","56,6","0,7418",,
11/04/2004,02.00.00,1,949.0,62.0,"3,7",694.0,61.0,1160.0,68.0,1310.0,772.0,"9,3","64,3","0,7531",,
11/04/2004,03.00.00,1,910.0,66.0,"4,0",709.0,-200.0,1162.0,-200.0,1329.0,712.0,"8,8","66,0","0,7501",,
11/04/2004,04.00.00,-200,863.0,49.0,"3,0",651.0,38.0,1224.0,52.0,1286.0,712.0,"7,8","70,4","0,7463",,
11/04/2004,05.00.00,"0,7",836.0,38.0,"2,9",643.0,38.0,1244.0,49.0,1306.0,727.0,"7,7","70,7","0,7463",,
11/04/2004,06.00.00,"0,8",856.0,44.0,"2,9",644.0,41.0,1259.0,49.0,1301.0,746.0,"7,4","71,0","0,7346",,
11/04/2004,07.00.00,"0,9",888.0,60.0,"3,0",651.0,51.0,1240.0,52.0,1298.0,733.0,"8,2","66,6","0,7283",,
11/04/2004,08.00.00,"1,1",912.0,88.0,"3,7",694.0,61.0,1196.0,58.0,1343.0,727.0,"8,7","64,3","0,7267",,
11/04/2004,09.00.00,1,938.0,70.0,"3,9",706.0,47.0,1177.0,51.0,1320.0,642.0,"13,0","47,9","0,7116",,
11/04/2004,10.00.00,"1,6",1053.0,94.0,"6,2",823.0,87.0,1040.0,77.0,1386.0,810.0,"17,4","35,4","0,6990",,
11/04/2004,11.00.00,"1,8",1087.0,126.0,"7,3",870.0,107.0,1014.0,90.0,1412.0,851.0,"20,2","29,2","0,6830",,
11/04/2004,12.00.00,"2,6",1153.0,181.0,"9,2",945.0,161.0,969.0,118.0,1425.0,911.0,"22,7","22,9","0,6224",,
11/04/2004,13.00.00,"1,1",894.0,66.0,"4,0",710.0,61.0,1209.0,70.0,1200.0,611.0,"22,3","22,4","0,5955",,
11/04/2004,14.00.00,"0,6",797.0,54.0,"2,3",606.0,26.0,1452.0,35.0,1076.0,368.0,"22,2","18,9","0,4993",,
11/04/2004,15.00.00,"0,9",854.0,48.0,"3,1",658.0,42.0,1409.0,46.0,1108.0,369.0,"22,0","19,0","0,4969",,
11/04/2004,16.00.00,1,892.0,66.0,"3,2",665.0,55.0,1348.0,58.0,1150.0,394.0,"21,0","23,6","0,5788",,
11/04/2004,17.00.00,"1,2",935.0,65.0,"3,3",672.0,65.0,1299.0,61.0,1183.0,415.0,"19,6","27,4","0,6162",,
11/04/2004,18.00.00,"1,4",989.0,68.0,"4,0",709.0,75.0,1225.0,80.0,1233.0,469.0,"17,9","30,8","0,6258",,
11/04/2004,19.00.00,2,1063.0,118.0,"5,7",797.0,93.0,1079.0,93.0,1285.0,607.0,"16,4","35,3","0,6532",,
11/04/2004,20.00.00,"1,1",922.0,65.0,"3,4",674.0,63.0,1220.0,78.0,1205.0,498.0,"15,6","37,5","0,6575",,
11/04/2004,21.00.00,"1,1",925.0,63.0,"3,5",680.0,60.0,1223.0,76.0,1217.0,481.0,"15,5","36,7","0,6438",,
11/04/2004,22.00.00,"1,1",924.0,61.0,"2,9",648.0,63.0,1272.0,74.0,1186.0,465.0,"14,5","39,0","0,6428",,
11/04/2004,23.00.00,"1,1",914.0,63.0,"3,1",661.0,66.0,1256.0,81.0,1187.0,478.0,"14,2","38,2","0,6163",,
12/04/2004,00.00.00,"0,7",840.0,31.0,"1,6",556.0,41.0,1474.0,58.0,1094.0,366.0,"13,7","38,3","0,5957",,
12/04/2004,01.00.00,"0,6",799.0,29.0,"1,1",514.0,42.0,1615.0,59.0,1036.0,332.0,"14,1","34,0","0,5442",,
12/04/2004,02.00.00,"0,7",856.0,34.0,"2,0",581.0,36.0,1448.0,54.0,1111.0,346.0,"14,6","34,0","0,5605",,
12/04/2004,03.00.00,"0,6",830.0,34.0,"1,7",560.0,-200.0,1452.0,-200.0,1066.0,350.0,"14,4","32,8","0,5364",,
12/04/2004,04.00.00,"0,3",753.0,9.0,"0,7",462.0,16.0,1822.0,25.0,955.0,274.0,"13,9","30,9","0,4868",,
12/04/2004,05.00.00,"0,3",785.0,14.0,"0,5",448.0,16.0,1923.0,26.0,1003.0,263.0,"13,5","37,9","0,5852",,
12/04/2004,06.00.00,"0,4",835.0,23.0,"0,7",472.0,33.0,1756.0,49.0,1117.0,314.0,"13,9","43,6","0,6871",,
12/04/2004,07.00.00,"0,5",865.0,36.0,"0,9",494.0,39.0,1613.0,53.0,1185.0,367.0,"13,5","50,1","0,7706",,
12/04/2004,08.00.00,"0,6",922.0,39.0,"1,5",541.0,45.0,1453.0,57.0,1246.0,432.0,"13,3","53,6","0,8169",,
12/04/2004,09.00.00,"0,8",975.0,38.0,"2,2",598.0,63.0,1268.0,73.0,1293.0,536.0,"13,4","56,0","0,8576",,
12/04/2004,10.00.00,1,1040.0,55.0,"2,9",646.0,71.0,1210.0,78.0,1325.0,555.0,"13,0","59,6","0,8860",,
12/04/2004,11.00.00,"1,3",1115.0,75.0,"3,9",707.0,104.0,1105.0,93.0,1384.0,677.0,"12,7","62,7","0,9173",,
12/04/2004,12.00.00,"1,1",1004.0,64.0,"2,8",641.0,85.0,1201.0,71.0,1305.0,557.0,"12,1","60,5","0,8505",,
12/04/2004,13.00.00,"0,6",895.0,39.0,"1,4",536.0,53.0,1415.0,56.0,1229.0,421.0,"11,2","64,4","0,8537",,
12/04/2004,14.00.00,"0,7",917.0,42.0,"1,7",563.0,58.0,1415.0,60.0,1257.0,423.0,"10,7","67,6","0,8703",,
12/04/2004,15.00.00,"1,2",1025.0,78.0,"3,6",689.0,89.0,1189.0,77.0,1325.0,519.0,"11,4","61,2","0,8236",,
12/04/2004,16.00.00,"1,4",1035.0,69.0,"3,1",660.0,96.0,1222.0,82.0,1301.0,533.0,"9,9","70,5","0,8581",,
12/04/2004,17.00.00,"1,2",1025.0,67.0,"3,5",682.0,88.0,1197.0,77.0,1313.0,537.0,"10,3","65,2","0,8151",,
12/04/2004,18.00.00,"1,3",1040.0,83.0,"3,9",705.0,100.0,1149.0,91.0,1324.0,612.0,"11,0","58,9","0,7714",,
12/04/2004,19.00.00,"1,8",1070.0,79.0,"5,2",776.0,127.0,1065.0,93.0,1369.0,697.0,"10,6","59,5","0,7595",,
12/04/2004,20.00.00,"1,2",964.0,68.0,"3,7",692.0,88.0,1176.0,82.0,1292.0,573.0,"10,6","57,7","0,7362",,
12/04/2004,21.00.00,"0,8",904.0,56.0,"2,7",635.0,66.0,1269.0,74.0,1233.0,489.0,"10,6","56,1","0,7149",,
12/04/2004,22.00.00,"0,8",913.0,49.0,"2,6",626.0,61.0,1271.0,68.0,1234.0,474.0,"10,3","58,0","0,7239",,
12/04/2004,23.00.00,"0,8",914.0,56.0,"2,4",610.0,54.0,1322.0,65.0,1230.0,455.0,"10,4","58,4","0,7352",,
13/04/2004,00.00.00,"0,7",893.0,48.0,"2,0",587.0,46.0,1368.0,58.0,1219.0,433.0,"10,7","58,2","0,7459",,
13/04/2004,01.00.00,"0,5",844.0,27.0,"1,3",532.0,25.0,1499.0,36.0,1176.0,376.0,"10,5","59,9","0,7624",,
13/04/2004,02.00.00,"0,3",837.0,29.0,"1,2",518.0,18.0,1581.0,29.0,1182.0,360.0,"10,5","60,8","0,7704",,
13/04/2004,03.00.00,"0,4",868.0,32.0,"1,3",530.0,-200.0,1482.0,-200.0,1215.0,384.0,"10,6","63,1","0,8068",,
13/04/2004,04.00.00,"0,3",825.0,47.0,"0,9",489.0,21.0,1565.0,28.0,1171.0,363.0,"11,1","60,1","0,7925",,
13/04/2004,05.00.00,"0,7",956.0,66.0,"3,1",656.0,76.0,1251.0,68.0,1356.0,525.0,"10,1","68,4","0,8443",,
13/04/2004,06.00.00,"1,6",1124.0,163.0,"6,9",853.0,149.0,960.0,99.0,1531.0,873.0,"10,0","68,7","0,8456",,
13/04/2004,07.00.00,"3,9",1496.0,524.0,"19,1",1272.0,328.0,667.0,130.0,2011.0,1399.0,"11,0","64,2","0,8398",,
13/04/2004,08.00.00,"4,5",1452.0,657.0,"22,1",1354.0,282.0,620.0,128.0,2057.0,1501.0,"12,0","58,1","0,8138",,
13/04/2004,09.00.00,"2,7",1172.0,324.0,"11,8",1042.0,206.0,797.0,120.0,1641.0,1186.0,"12,8","52,0","0,7643",,
13/04/2004,10.00.00,"1,6",1020.0,144.0,"7,3",871.0,133.0,956.0,93.0,1426.0,911.0,"12,6","50,8","0,7387",,
13/04/2004,11.00.00,"1,6",1044.0,135.0,"8,0",900.0,137.0,934.0,96.0,1471.0,919.0,"13,8","47,4","0,7435",,
13/04/2004,12.00.00,"1,6",1020.0,140.0,"7,2",866.0,116.0,972.0,84.0,1429.0,791.0,"15,1","42,7","0,7294",,
13/04/2004,13.00.00,"1,5",1009.0,141.0,"7,7",885.0,112.0,994.0,87.0,1439.0,751.0,"16,3","38,1","0,7006",,
13/04/2004,14.00.00,"1,8",1073.0,181.0,"9,7",966.0,128.0,935.0,87.0,1537.0,805.0,"16,6","36,7","0,6867",,
13/04/2004,15.00.00,"2,1",1098.0,227.0,"9,8",971.0,145.0,877.0,103.0,1527.0,966.0,"15,8","40,5","0,7241",,
13/04/2004,16.00.00,"1,7",1061.0,149.0,"7,7",887.0,110.0,920.0,88.0,1462.0,869.0,"16,3","41,8","0,7712",,
13/04/2004,17.00.00,3,1289.0,425.0,"15,3",1158.0,184.0,755.0,118.0,1791.0,1196.0,"16,1","42,8","0,7783",,
13/04/2004,18.00.00,"4,6",1442.0,669.0,"21,5",1337.0,243.0,630.0,134.0,2004.0,1523.0,"15,3","46,8","0,8074",,
13/04/2004,19.00.00,5,1479.0,680.0,"21,7",1343.0,259.0,631.0,144.0,1995.0,1579.0,"14,7","47,0","0,7815",,
13/04/2004,20.00.00,"3,5",1266.0,446.0,"14,6",1138.0,205.0,726.0,129.0,1747.0,1370.0,"14,1","49,6","0,7931",,
13/04/2004,21.00.00,"2,1",1149.0,205.0,"9,3",952.0,144.0,845.0,108.0,1577.0,1204.0,"13,5","54,1","0,8351",,
13/04/2004,22.00.00,"2,1",1168.0,194.0,"9,4",954.0,152.0,843.0,104.0,1586.0,1201.0,"12,3","59,2","0,8461",,
13/04/2004,23.00.00,"1,5",1079.0,115.0,"6,8",847.0,108.0,925.0,90.0,1463.0,1122.0,"11,6","62,2","0,8510",,
14/04/2004,00.00.00,"1,1",1047.0,74.0,"4,9",760.0,64.0,1032.0,74.0,1379.0,1003.0,"11,5","61,4","0,8303",,
14/04/2004,01.00.00,"0,9",936.0,85.0,"3,9",705.0,73.0,1086.0,73.0,1364.0,918.0,"10,9","64,6","0,8395",,
14/04/2004,02.00.00,"0,7",900.0,66.0,"2,7",635.0,47.0,1207.0,60.0,1307.0,836.0,"11,1","63,2","0,8331",,
14/04/2004,03.00.00,"0,4",839.0,60.0,"1,9",576.0,-200.0,1325.0,-200.0,1285.0,759.0,"10,7","64,4","0,8284",,
14/04/2004,04.00.00,-200,840.0,40.0,"1,7",563.0,45.0,1349.0,57.0,1275.0,755.0,"10,7","63,8","0,8174",,
14/04/2004,05.00.00,"0,9",905.0,47.0,"3,3",670.0,79.0,1191.0,62.0,1346.0,820.0,"10,2","65,8","0,8196",,
14/04/2004,06.00.00,"1,6",1079.0,116.0,"7,4",875.0,113.0,947.0,71.0,1535.0,998.0,"10,3","65,6","0,8225",,
14/04/2004,07.00.00,"3,9",1417.0,478.0,"18,2",1246.0,263.0,669.0,94.0,1921.0,1403.0,"10,8","64,0","0,8307",,
14/04/2004,08.00.00,5,1529.0,836.0,"27,7",1497.0,275.0,569.0,99.0,2278.0,1641.0,"13,3","55,6","0,8453",,
